Chiave,valore
Azienda_ID,1
Azienda_ID,2
Azienda_ID,3
Azienda_ID,4
Azienda_ID,5
Azienda_ID,6
Azienda_ID,7
Azienda_ID,8
Azienda_ID,9
Azienda_ID,10
Azienda_ID,11
Azienda_ID,12
Azienda_ID,13
Azienda_ID,14
Azienda_ID,15
Azienda_ID,16
Azienda_ID,17
Azienda_ID,18
Azienda_ID,19
Azienda_ID,20
Azienda_ID,21
Azienda_ID,22
Azienda_ID,23
Azienda_ID,24
Azienda_ID,25
Azienda_ID,26
Azienda_ID,27
Azienda_ID,28
Azienda_ID,29
Azienda_ID,30
Azienda_ID,31
Azienda_ID,32
Azienda_ID,33
Azienda_ID,34
Azienda_ID,35
Azienda_ID,36
Azienda_ID,37
Azienda_ID,38
Azienda_ID,39
Azienda_ID,40
Azienda_ID,41
Azienda_ID,42
Azienda_ID,43
Azienda_ID,44
Azienda_ID,45
Azienda_ID,46
Azienda_ID,47
Azienda_ID,48
Azienda_ID,49
Azienda_ID,50
Azienda_ID,51
Azienda_ID,52
Azienda_ID,53
Azienda_ID,54
Azienda_ID,55
Azienda_ID,56
Azienda_ID,57
Azienda_ID,58
Azienda_ID,59
Azienda_ID,60
Azienda_ID,61
Azienda_ID,62
Azienda_ID,63
Azienda_ID,64
Azienda_ID,65
Azienda_ID,66
Azienda_ID,67
Azienda_ID,68
Azienda_ID,69
Azienda_ID,70
Azienda_ID,71
Azienda_ID,72
Azienda_ID,73
Azienda_ID,74
Azienda_ID,75
Azienda_ID,76
Azienda_ID,77
Azienda_ID,78
Azienda_ID,79
Azienda_ID,80
Azienda_ID,81
Azienda_ID,82
Azienda_ID,83
Azienda_ID,84
Azienda_ID,85
Azienda_ID,86
Azienda_ID,87
Azienda_ID,88
Azienda_ID,89
Azienda_ID,90
Azienda_ID,91
Azienda_ID,92
Azienda_ID,93
Azienda_ID,94
Azienda_ID,95
Azienda_ID,96
Azienda_ID,97
Azienda_ID,98
Azienda_ID,99
